State,IHE,Program Title,Level of Degree,Format,Alternate Route to Certification,Category of Credentialling,URL for Program
New York,CUNY Lehman College,"Special Education: Early Childhood (Birth-Grade 2), SPE-ADVCRT",Graduate Certificate,In Person,No,ECSE,https://lehman-graduate.catalog.cuny.edu/programs/SPE-ADVCRT
New York,CUNY Queens College,"Post Master’s Advanced Certificate in
Early Childhood Special Education (Birth—2nd Grade)",Graduate Certificate,In Person,No,ECSE,https://www.qc.cuny.edu/ga/post-masters-advanced-certificate-teacher-of-special-ed-early-childhood-b-2/
New York,Fordham University,Childhood Special Education Adv Cert,Graduate Certificate,In Person,No,ECSE,https://www.fordham.edu/graduate-school-of-education/academics/degree-and-certificate-programs/become-a-teacher/certificates-and-extensions/early-childhood-special-education/
New York,Hofstra University,"Early Childhood Special Education (B-2nd Grade), Advanced Certificate",Graduate Certificate,In Person,No,ECSE,https://www.hofstra.edu/special-education/early-childhood-special-education-b-2-adv-cert.html
New York,Long Island University,Advanced Certificate in Early Childhood and Early Childhood Special Education (Birth – Gr. 2) - Hudson,Graduate Certificate,In Person,No,Dual,https://liu.edu/Hudson/Academics/School-of-Education/Early-Childhood-Education/Advanced-Certificate-in-Early-Childhood-and-Early-Childhood-Special-Education#668D10D1-2459-43D9-9C92-0F004706417410
New York,Long Island University,Advanced Certificate in Early Childhood Special Education - Hudson,Graduate Certificate,In Person,No,ECSE,https://www.liu.edu/Hudson/Academics/School-of-Education/Early-Childhood-Education/Advanced-Certificate-in-Early-Childhood-Special-Education
New York,Manhattanville College,CERT – Special Education: Early Childhood (Birth - Grade 2) and Childhood (Grades 1-6) – 29 credits,Graduate Certificate,In Person,No,Dual,https://mville.smartcatalogiq.com/en/2022-2023/graduate-catalog-2022-2023/school-of-education-graduate-programs-and-requirements/special-education-early-childhood-birth-grade-2-and-childhood-grades-1-6-cert-e403/
New York,Manhattanville College,"Special Education: Early Childhood (Birth-Grade 2), CERT (E402)",Graduate Certificate,In Person,No,ECSE,https://www.mville.edu/programs/masters-early-childhood-education.php
New York,Mercy College,"Teaching Students with Disabilities Early Childhood and Childhood, Advanced Certificate",Graduate Certificate,In Person,No,ECSE,https://www.mercy.edu/academics/programs/teaching-students-disabilities-early-childhood-and-childhood-0
New York,The College of Saint Rose,Special Education: Certification in Special Education - ADV CERT,Graduate Certificate,In Person,No,ECSE,https://www.strose.edu/special-education/special-education-cas/
New York,University of Rochester,Advanced Certificate in Inclusion Early Childhood Education (for current teachers w/ Master degree) DA1,Graduate Certificate,In Person,No,ECSE,https://www.warner.rochester.edu/degree/coursework/advanced-certificate-inclusion-early-childhood-education
New York,Adelphi University,"Early Childhood Special Education, Dual Certification - In-Service, M.S.",Masters,In Person,No,Dual,http://catalog.adelphi.edu/preview_program.php?catoid=27&poid=13080&_gl=1*r97fd4*_ga*OTEyNTc5MTI2LjE2NTk1NTE0MTI.*_ga_RWKYLG5ZDT*MTY2Mzg3NDc0NS44LjEuMTY2Mzg3NDg3My4wLjAuMA..
New York,Adelphi University,"Early Childhood Special Education, Dual Certification - Pre-Service, M.S.",Masters,In Person,No,Dual,http://catalog.adelphi.edu/preview_program.php?catoid=27&poid=13079&_gl=1*r97fd4*_ga*OTEyNTc5MTI2LjE2NTk1NTE0MTI.*_ga_RWKYLG5ZDT*MTY2Mzg3NDc0NS44LjEuMTY2Mzg3NDg3My4wLjAuMA..
New York,Adelphi University,"Early Childhood Special Education, Dual Certification - Pre-Service, M.S.",Masters,In Person,No,Dual,http://catalog.adelphi.edu/preview_program.php?catoid=27&poid=13079&_gl=1*r97fd4*_ga*OTEyNTc5MTI2LjE2NTk1NTE0MTI.*_ga_RWKYLG5ZDT*MTY2Mzg3NDc0NS44LjEuMTY2Mzg3NDg3My4wLjAuMA..
New York,Adelphi University,"Early Childhood Special Education, Single Certification - In-Service, M.S.",Masters,In Person,No,ECSE,http://catalog.adelphi.edu/preview_program.php?catoid=27&poid=13081&_gl=1*r97fd4*_ga*OTEyNTc5MTI2LjE2NTk1NTE0MTI.*_ga_RWKYLG5ZDT*MTY2Mzg3NDc0NS44LjEuMTY2Mzg3NDg3My4wLjAuMA..
New York,Bank Street College of Education,Dual Language / Bilingual Early Childhood Special Education (M.S.Ed or Ed.M),Masters,In Person,No,ECSE,https://graduate.bankstreet.edu/academics/academic-programs/dual-language-bilingual-early-childhood-special-education/
New York,Bank Street College of Education,Early Childhood Special and General Education Dual Certification (On Campus or Online),Masters,Hybrid,No,Dual,https://graduate.bankstreet.edu/academics/academic-programs/early-childhood-special-and-general-education-dual-certification/
New York,Bank Street College of Education,Early Childhood Special and General Education Dual Certification/Dual Degree with Columbia University School of Social Work,Masters,In Person,No,ECSE,https://graduate.bankstreet.edu/academics/academic-programs/early-childhood-special-and-general-education-dual-certification-dual-degree-with-columbia-university-school-of-social-work/
New York,Bank Street College of Education,Early Childhood Special Education/ Dual Degree with Columbia University School of Social Work,Masters,In Person,No,ECSE,https://graduate.bankstreet.edu/academics/academic-programs/early-childhood-special-education-dual-degree-with-columbia-university-school-of-social-work/
New York,Bank Street College of Education,Infant and Family Development and Early Intervention/Early Childhood Special and General Education,Masters,In Person,No,Dual,https://graduate.bankstreet.edu/academics/academic-programs/infant-and-family-development-and-early-intervention-early-childhood-special-and-general-education/
New York,Bank Street College of Education,Early Childhood Special Education (On Campus or Online) (M.S.Ed or Ed.M),Masters,Hybrid,No,ECSE,https://graduate.bankstreet.edu/academics/academic-programs/early-childhood-special-education/
New York,Bank Street College of Education,Infant and Family Development and Early Intervention/Early Childhood Special Education (M.S.Ed or Ed.M),Masters,In Person,No,ECSE,https://graduate.bankstreet.edu/academics/academic-programs/infant-and-family-development-and-early-intervention-early-childhood-special-education/
New York,Bank Street College of Education,Dual Language / Bilingual Early Childhood Special and General Education,Masters,In Person,No,Dual,https://graduate.bankstreet.edu/academics/academic-programs/dual-language-bilingual-early-childhood-special-and-general-education/
New York,Binghamton University,SPECIAL EDUCATION (MSED) Early Childhood Special Education,Masters,Online,No,ECSE,https://www.binghamton.edu/tlel/academics/degrees/advanced-preparation/special-education.html
New York,Binghamton University,"Childhood and Early Childhood, and Special Education Education (CEC)  Master of Science in Education (MSEd)",Masters,In Person,No,Dual,https://www.binghamton.edu/tlel/academics/masters-degrees/initial-preparation/childhood-earlychildhood.html
New York,Canisius College,Teaching Students with Disabilities - Childhood Early Childhood Extension (MS),Masters,In Person,No,Dual,https://www-prod.canisius.edu/academics/programs/graduate/teaching-students-disabilities-all-grades
New York,College of Mount Saint Vincent,M.S. in Early Childhood Education and Special Education (Dual Certification Birth-Grade 2),Masters,In Person,No,Dual,https://mountsaintvincent.edu/graduate-adult/graduate-programs/ms-education/m-s-in-early-childhood-and-special-education-dual-certification/
New York,CUNY Brooklyn College,"Option B: M.S. in Education degree program: teacher of students with disabilities in early childhood education (birth-grade
2)",Masters,Online,No,ECSE,https://www.brooklyn.edu/academics/programs/special-education-early-msed/
New York,CUNY Brooklyn College,Option C: MSEd program: teacher of students with disabilities in early childhood education (birth-grade 2),Masters,Online,Yes,ECSE,https://www.brooklyn.edu/academics/programs/special-education-early-msed/
New York,CUNY Hunter College,Track 3 Early Childhood Development and Learning: Diverse Children and Families – with prior NYS Certification in Early Childhood (MSEd),Masters,In Person,No,ECSE,https://education.hunter.cuny.edu/academics/graduate-programs/early-childhood-development-and-learning-diverse-children-and-families-with-prior-nys-certification-in-early-childhood-msed/
New York,CUNY Hunter College,Track 1 Early Childhood Development and Learning: Diverse Children and Families with Annotation in Severe/Multiple Disabilities (MSEd),Masters,In Person,No,Dual,https://education.hunter.cuny.edu/academics/graduate-programs/early-childhood-development-and-learning-diverse-children-and-families-with-annotation-in-severe-multiple-disabilities-msed/
New York,CUNY Hunter College,Track 2 Early Childhood Development and Learning: Diverse Children and Families with Annotation in Severe/Multiple Disabilities with prior NYS Certification in an area other than Early Childhood (MSEd),Masters,In Person,No,ECSE,https://education.hunter.cuny.edu/academics/graduate-programs/early-childhood-development-and-learning-diverse-children-and-families-with-annotation-in-severe-multiple-disabilities-with-prior-nys-certification-in-an-area-other-than-early-childhood-msed/
New York,CUNY Hunter College,Early Childhood Development and Learning: Diverse Children and Families (MSEd),Masters,In Person,No,Dual,https://education.hunter.cuny.edu/academics/graduate-programs/early-childhood-development-and-learning-diverse-children-and-families-msed/
New York,CUNY Hunter College,Early Childhood Development and Learning: Diverse Children and Families- Severe/Multiple Disabilities for those with NYS Certification in Early Childhood Education,Masters,In Person,No,ECSE,https://education.hunter.cuny.edu/academics/graduate-programs/early-childhood-development-and-learning-diverse-children-and-families-with-annotation-in-severe-multiple-disabilities-with-prior-nys-certification-in-early-childhood-education-msed/
New York,CUNY Lehman College,Special Education: Early Childhood (Birth-Grade 2) SPEAC-MSED,Masters,In Person,No,ECSE,https://lehman-graduate.catalog.cuny.edu/programs/SPEAC-MSED
New York,CUNY Queens College,Master of Science in Education (MSEd) in Integrated Bilingual Early Childhood Special Education,Masters,In Person,No,ECSE,https://www.qc.cuny.edu/ga/master-of-science-education-integrated-bilingual-early-childhood-special-education/
New York,CUNY Queens College,"?Master of Science in Education in
Early Childhood Special Education (Birth-2nd Grade)",Masters,In Person,No,ECSE,https://www.qc.cuny.edu/academics/ecp/msed-in-early-childhood-special-education/
New York,Daemen University - Brooklyn Campus,Master of Science in Early Childhood Special Education and General Education (Birth – 2) – Alternative Certification (Transitional B Certificate),Masters,In Person,Yes,Dual,https://catalog.daemen.edu/grad/education-graduate-programs/alternative-certification-trans-b/
New York,Fordham University,Early Childhood Special Education M.S.E.,Masters,In Person,No,ECSE,https://www.fordham.edu/graduate-school-of-education/academics/degree-and-certificate-programs/become-a-teacher/master-of-science-in-education/early-childhood-special-education/
New York,Fordham University,Early Childhood Special Education M.S.T.,Masters,Hybrid,No,ECSE,https://www.fordham.edu/graduate-school-of-education/academics/degree-and-certificate-programs/become-a-teacher/master-of-science-in-teaching/early-childhood-education-programs/early-childhood-special-education/
New York,Hofstra University,"Inclusive Early Childhood Special Education, MSED",Masters,In Person,No,Dual,https://www.hofstra.edu/special-education/early-childhood-inclusive-special-education-b-2-master-msed.html
New York,Hofstra University,"Early Childhood Special Education (Birth - Grade 2), MSEd",Masters,In Person,No,ECSE,https://www.hofstra.edu/special-education/early-childhood-special-education-msed.html
New York,Hofstra University,"Literacy Studies (Birth-Grade 6) and Special Education (Birth-Grade 2) or (Grades 1-6), MSEd",Masters,In Person,No,ECSE,https://www.hofstra.edu/literacy-studies/literacy-studies-special-education-msed.html
New York,Hofstra University,"Special Education Early Childhood Intervention (Birth-Grade 2), MSEd",Masters,In Person,No,ECSE,https://www.hofstra.edu/special-education/special-education-early-childhood-intervention-b-2-master-msed.html
New York,Iona College,"Early Childhood Special Education (Birth-Grade 2), MSEd (0808)",Masters,In Person,No,ECSE,https://www.iona.edu/academics/explore-majors-programs/masters-degree-education-msed
New York,Iona College,"Literacy (Birth-Grade 6/Special Education - Childhood), MSEd (0830)",Masters,In Person,No,ECSE,https://www.iona.edu/academics/explore-majors-programs/masters-degree-education-msed
New York,Long Island University,M.S.Ed. in Early Childhood and Early Childhood Special Education (Birth – Gr. 2) - Hudson,Masters,In Person,No,Dual,https://liu.edu/Hudson/Academics/School-of-Education/Special-Education/MSed-Early-Childhood-and-Early-Childhood-Special-Education
New York,Manhattanville College,MPS – Early Childhood (Birth-Grade 2) and Special Education: Early Childhood (Birth-Grade 2) -49 credits,Masters,In Person,No,Dual,https://www.mville.edu/programs/masters-early-childhood-education.php
New York,Manhattanville College,MPS – Special Education Early Childhood (Birth-Grade 2) – 38 credits,Masters,In Person,No,ECSE,https://www.mville.edu/programs/masters-early-childhood-education.php
New York,Manhattanville College,"Early Childhood (Birth-Grade 2) and Special Education: Early Childhood (Birth-Grade 2), MPS (E709)",Masters,In Person,No,Dual,https://coursecatalogs.mville.edu/catalog/2016-2017/SOED_graduate/mps-e709-early-childhood-birth-grade-2-and-special-education-early-childhood-birth-grade-2.htm
New York,Mercy College,"Teaching Students with Disabilities, Birth to Sixth Grade and Early Childhood, M.S.",Masters,In Person,No,Dual,https://www.mercy.edu/academics/programs/teaching-students-disabilities-birth-grade-6-and-early-childhood
New York,Mercy College,"Teaching Students with Disabilities in Early Childhood and Childhood, M.S.",Masters,In Person,No,Dual,https://www.mercy.edu/academics/programs/teaching-students-disabilities-early-childhood-and-childhood
New York,Monroe College,Master of Arts in Teaching (MAT) Early Childhood Urban Education / Urban Special Education,Masters,In Person,No,Dual,https://catalog.monroecollege.edu/catalog/schools-academic-programs/education/childhood-urban-education-special-education-mat/#text
New York,Nazareth College,"M.S. Inclusive Early Childhood Education (birth-grade 2), Changing Developmental Level",Masters,In Person,No,ECSE,https://www2.naz.edu/academics/grad/early-childhood-education-masters-degree/
New York,Nazareth College,"M.S. Inclusive Early Childhood Education (birth-grade 2), Same Developmental Level",Masters,In Person,No,ECSE,https://www2.naz.edu/academics/grad/early-childhood-education-masters-degree/
New York,Nazareth College,M.S. Initial and Professional Certification (48 credits) in both Early Childhood and Students with Disabilities,Masters,In Person,No,ECSE,https://www2.naz.edu/academics/grad/early-childhood-education-masters-degree/
New York,New York University,"Early Childhood Education and Special Education Birth–Grade 2, Initial Certification",Masters,In Person,No,ECSE,https://steinhardt.nyu.edu/degree/ma-early-childhood-and-special-education-birth-grade-2/curriculum
New York,New York University,"MASTER OF ARTS Early Childhood Special Education Birth–Grade 2, Professional Certification",Masters,In Person,No,ECSE,https://steinhardt.nyu.edu/degree/ma-early-childhood-special-education-birth-grade-2
New York,Niagara University,Initial Certification with Masters in Early Childhood and Special Education B-2,Masters,Online,No,Dual,https://www.niagara.edu/early-childhood-and-special-education-online-masters
New York,Niagara University,Professional Certification with Masters in Early Childhood and Special Education B-2,Masters,Online,No,Dual,https://www.niagara.edu/early-childhood-and-special-education-online-masters
New York,Pace University,"Early Childhood Development, Learning, and Intervention, MST",Masters,Hybrid,No,Dual,https://catalog.pace.edu/graduate/schools/school-education/graduate-degree-programs/master-science-teachers-mst/early-childhood-development-learning-intervention-mst/#curriculumtext
New York,Roberts Wesleyan College,Early Childhood Special Education Master’s Degree Programs,Masters,In Person,No,Dual,https://www.roberts.edu/catalog/?id=6489
New York,St Bonaventure University,"Early Childhood Inclusive Special Education, MSED",Masters,Online,No,ECSE,https://www.sbu.edu/academics/msed-inclusive-special-education
New York,St. John's University-New York,"Early Childhood Education and Teaching Students with Disabilities (B-2), Master of Science in Education - Field Change",Masters,Hybrid,No,Dual,https://www.stjohns.edu/academics/programs/early-childhood-education-and-teaching-students-disabilities-b-2-master-science-education
New York,St. John's University-New York,"Teaching Children with Disabilities (B-2), Master of Science in Education",Masters,In Person,No,ECSE,https://www.stjohns.edu/academics/programs/teaching-children-disabilities-b-2-master-science-education
New York,St. John's University-New York,"Early Childhood Education and Teaching Students with Disabilities (B-2), Master of Science in Education - Career Change",Masters,Hybrid,No,Dual,https://www.stjohns.edu/academics/programs/early-childhood-education-and-teaching-students-disabilities-b-2-master-science-education
New York,St. Joseph’s University-New York,LONG ISLAND INFANT/TODDLER EARLY CHILDHOOD SPECIAL EDUCATION DEGREE,Masters,In Person,No,ECSE,https://www.sjny.edu/long-island/academics/graduate/degree/infant-toddler-early-childhood-special-education
New York,State University of New York at New Paltz,Early Childhood Special Education (Birth - Grade 2),Masters,In Person,No,ECSE,https://catalog.newpaltz.edu/graduate/education/special-education/msed-special-education-early-childhood-special-education-birth-grade-2/
New York,SUNY Buffalo State,Special Education and Childhood Education (M.S.Ed.),Masters,In Person,No,ECSE,https://suny.buffalostate.edu/programs/bpid/21
New York,SUNY College at Plattsburgh,Special Education Master’s Programs - Birth – Grade 2,Masters,In Person,No,ECSE,https://www.plattsburgh.edu/programs/special-education-masters-programs-for-birth-grade-12.html
New York,SUNY College at Plattsburgh,Special Education Master’s Programs - Birth – Grade 6,Masters,In Person,No,ECSE,https://www.plattsburgh.edu/programs/special-education-masters-programs-for-birth-grade-12.html
New York,SUNY College at Potsdam,M.S.Ed. Special Education - Early Childhood (Birth-Grade 2),Masters,In Person,No,ECSE,https://www.potsdam.edu/academics/SOEPS/teacher-education/programs-study/msed-special-education
New York,SUNY Oneonta,"Special Education: Early Childhood (Birth-Grade 2), M.S.Ed",Masters,In Person,No,ECSE,https://suny.oneonta.edu/educational-psychology-counseling-and-special-education/majors-programs/special-education-mst-and
New York,SUNY Oneonta,"Special Education: Early Childhood (Birth-Grade 2), M.S.T.",Masters,In Person,No,ECSE,https://suny.oneonta.edu/educational-psychology-counseling-and-special-education/majors-programs/special-education-mst-and
New York,Syracuse University,"Early Childhood Special Education (Birth-Grade 2), M.S.",Masters,In Person,No,ECSE,https://soe.syr.edu/admissions/graduate/masters/early-childhood-special-education/
New York,Teachers College at Columbia University,M.A. in Early Childhood Education and Early Childhood/Teaching Students with Disabilities: Dual Certification,Masters,In Person,No,Dual,https://www.tc.columbia.edu/curriculum-and-teaching/early-childhood-education/degrees--requirements/early-childhood-education-special-education-ma-dual/
New York,Teachers College at Columbia University,M.A. IN EARLY CHILDHOOD EDUCATION & EARLY CHILDHOOD/TEACHING STUDENTS WITH DISABILITIES: DUAL CERTIFICATION + BILINGUAL EXTENSION,Masters,In Person,No,Dual,https://www.tc.columbia.edu/curriculum-and-teaching/early-childhood-education/degrees--requirements/early-childhood-education-special-education-ma-dual-extension/
New York,Teachers College at Columbia University,Applied Behavior Analysis Master of Arts | Dual Cert: Early Childhood/Childhood and Students with Disabilities,Masters,In Person,No,Dual,https://www.tc.columbia.edu/catalog/academics/departments/health-and-behavior-studies/applied-behavior-analysis/
New York,Teachers College at Columbia University,MASTER OF EDUCATION (ED.M.) IN INTELLECTUAL DISABILITY/AUTISM (EARLY CHILDHOOD) With Dual Initial Certification in Early Childhood and Students with Disabilities (birth - grade 2),Masters,In Person,No,Dual,https://www.tc.columbia.edu/health-studies-applied-educational-psychology/intellectual-disability-autism/degrees--requirements/intellectual-disability-autism-edm-dual/
New York,The College of Saint Rose,Special Education: Early Childhood (Birth-Grade 2) - MSED,Masters,In Person,No,ECSE,https://www.strose.edu/special-education/
New York,The College of Saint Rose,Special Education: Early Childhood (Birth-Grade 6) - MSED,Masters,In Person,No,ECSE,http://strose.smartcatalogiq.com/en/2020-2022/Graduate-Catalog/Academic-Programs/The-Thelma-P-Lally-School-of-Education/Special-Education-Early-Childhood-and-Childhood-Birth-Grade-6-MSED
New York,Touro University New York,M.S. Degree in Early Childhood Education & Special Education (Birth-Grade 2),Masters,In Person,No,Dual,https://gse.touro.edu/academics/masters-programs/education--special-education/courses/early-childhood--special-education-birth-2/
New York,University of Rochester,M.S. in Inclusion Early Childhood Education (for current teachers) PA3,Masters,In Person,No,Dual,https://www.warner.rochester.edu/degree/coursework/ms-inclusion-early-childhood-education
New York,University of Rochester,M.S. in Early Childhood Education TA1 with Additional NYS certification for Teaching Students with Disabilities in Early Childhood (birth to grade 2) [DA1] (12 Additional Credits),Masters,In Person,No,Dual,https://www.warner.rochester.edu/degree/coursework/ms-early-childhood-education-birth-grade-2-0
New York,Wagner College,"Early Childhood Education/Students with Disabilities Birth -2
Program Requirements",Masters,In Person,No,Dual,https://wagner.edu/education/acadlife/grad/earlychildhood/
New York,Bank Street College of Education,Early Childhood Special Education Advanced Certificate,State Certification or Credential Only,In Person,No,ECSE,https://graduate.bankstreet.edu/academics/academic-programs/early-childhood-special-education-advanced-certificate/
North Carolina,Appalachian State University,Bachelor of Science degree in Child Development (BS) - Birth through Kindergarten (licensure),Bachelors,Hybrid,No,Blended,https://www.appstate.edu/academics/majors/id/child-development-birth-through-kindergarten
North Carolina,Barton College,B.S. Birth to Kindergarten with Teacher Certification (B-K),Bachelors,In Person,No,Blended,https://www.barton.edu/academics/programs/birth-kindergarten-education/
North Carolina,Brevard College,BA Early Childhood Education (B-K) Concentration,Bachelors,In Person,No,Blended,https://brevard.edu/childhood-education/
North Carolina,Catawba College,B.A.E Birth to Kindergarten (B-K),Bachelors,Online,No,Blended,https://catawba.edu/bk/
North Carolina,East Carolina University,Birth-Kindergarten Teacher Education (B-K) BS,Bachelors,Hybrid,No,Blended,https://ecu.edu/degrees/BS/Birth-Kindergarten%20Teacher%20Education%20(B-K)/
North Carolina,Elizabeth City State University,"Birth through Kindergarten (BK): Educator Preparation Concentration, B.S.Ed.",Bachelors,In Person,No,Blended,https://www.ecsu.edu/academics/undergrad/education.php
North Carolina,Fayetteville State University,"Birth through Kindergarten, Teaching, B.S.",Bachelors,Hybrid,No,Blended,https://www.uncfsu.edu/academics/colleges-schools-and-departments/college-of-education/department-of-early-childhood-elementary-middle-grades-reading-and-special-education/birth-through-kindergarten-teach-and-non-teaching
North Carolina,Gardner-Webb University,BS BIRTH-KINDERGARTEN EDUCATION,Bachelors,Online,No,Blended,https://gardner-webb.edu/programs/birth-kindergarten-education/
North Carolina,Greensboro College,"B.A./B.S. IN EDUCATION, B-K",Bachelors,In Person,No,Blended,https://www.greensboro.edu/academics/school-of-social-sciences-education/department-of-education/education-b-k/
North Carolina,Livingstone College,EARLY CHILDHOOD EDUCATION (BIRTH - KINDERGARTEN) PROGRAM,Bachelors,In Person,No,Blended,https://livingstone.edu/academics/division-of-education-and-social-work/
North Carolina,Meredith College,Teaching Program with Birth through Kindergarten License,Bachelors,In Person,No,Blended,https://www.meredith.edu/child-development/child-development-b-k-licensure
North Carolina,North Carolina A & T State University,"Bachelor of Science (B.S.) - Child Development and Family Studies (Child Development, Early Education and Family Studies - B-K Licensure",Bachelors,In Person,No,Blended,https://www.ncat.edu/caes/departments/family-and-consumer-sciences/child-development-early-education-and-family-studies.php
North Carolina,North Carolina Central University,"Early Childhood Education, BS",Bachelors,In Person,No,Blended,https://www.nccu.edu/academics/undergraduate-programs/early-childhood-education-bs
North Carolina,North Carolina Central University,"Early Childhood Education, BS, 2nd Degree",Bachelors,Hybrid,No,Blended,https://www.nccu.edu/academics/undergraduate-programs/early-childhood-education-bs-2nd-degree
North Carolina,Shaw University,"Birth-Kindergarten Education, BA",Bachelors,Hybrid,No,Blended,https://www.shawu.edu/Academics/Department_of_Education.aspx?id=3872
North Carolina,University of North Carolina at Charlotte,B.A. Child and Family Development: B-K Licensure,Bachelors,In Person,No,Blended,https://spcd.charlotte.edu/child-and-family-development/bachelor-arts-ba-child-and-family-development
North Carolina,University of North Carolina at Greensboro,BS in Birth-Kindergarten Teacher Education,Bachelors,Hybrid,No,Blended,https://hdf.uncg.edu/undergraduate/b-k-teacher-licensure-b-s/
North Carolina,University of North Carolina at Pembroke,"Birth-Kindergarten Education (B-K), B.S.",Bachelors,In Person,No,Blended,https://www.uncp.edu/departments/inclusive-education/birth-kindergarten
North Carolina,University of North Carolina Wilmington,B.A. Education of Young Children (EYC) - leading to B-K Teacher Licensure,Bachelors,Hybrid,No,Blended,https://uncw.edu/academics/majors-programs/wce/education-young-children-ba/
North Carolina,Western Carolina University,Birth-Kindergarten Program B.S. Early Childhood,Bachelors,Online,No,Blended,https://www.wcu.edu/learn/departments-schools-colleges/ceap/humanserv/bk/index.aspx
North Carolina,Western Carolina University,Birth-Kindergarten Program B.S. Professional Education,Bachelors,Online,No,Blended,https://www.wcu.edu/learn/departments-schools-colleges/ceap/humanserv/bk/index.aspx
North Carolina,Winston-Salem State University,Bachelor of Science in Birth–Kindergarten Education,Bachelors,Online,No,Blended,https://www.wssu.edu/admissions/programs/birth-kindergarten-education.html
North Carolina,University of North Carolina at Greensboro,Post-Baccalaureate Certificate in Birth through Kindergarten Initial Licensure,Post Bac. Certificate,Online,No,Blended,https://www.uncg.edu/degrees/birth-kindergarten-initial-licensure-p-b-c/
North Carolina,Appalachian State University,Birth through Kindergarten Graduate Certificate,Graduate Certificate,Online,No,Blended,https://online.appstate.edu/programs/id/birth-through-kindergarten-graduate-certificate
North Carolina,University of North Carolina at Charlotte,Graduate Certificate in Child and Family Development,Graduate Certificate,In Person,No,Blended,https://spcd.charlotte.edu/child-and-family-development/graduate-certificate-child-family-studies
North Carolina,Fayetteville State University,"Birth through Kindergarten, PK-K, M.A.T.",Masters,In Person,No,Blended,http://acalog.uncfsu.edu/preview_program.php?catoid=19&poid=3384
North Carolina,North Carolina A & T State University,Masters of Arts in Teaching (M.A.T.) - Child Development Early Education And Family Studies (Birth-Kindergarten),Masters,In Person,No,Blended,https://www.ncat.edu/caes/departments/family-and-consumer-sciences/mat-master-of-arts-in-teaching.php
North Carolina,Shaw University,Master of Science in Early Childhood Education - Concentration II:  Birth-Kindergarten Education,Masters,Hybrid,No,Blended,https://www.shawu.edu/Academics/Department_of_Education.aspx?id=3871
North Carolina,University of North Carolina at Chapel Hill,Early Childhood Intervention and Family Support (ECIFS),Masters,Hybrid,No,Blended,https://ed.unc.edu/academics/programs/early-childhood-intervention-and-family-support/curriculum-and-courses/
North Carolina,University of North Carolina at Charlotte,"M.Ed. in Special Education & Child Development
Concentration in Child and Family Studies",Masters,In Person,No,Blended,https://catalog.charlotte.edu/preview_program.php?catoid=33&poid=8880&returnto=3525
North Carolina,University of North Carolina at Charlotte,M.A.T. Child and Family Studies: Early Education (Birth – Kindergarten),Masters,In Person,No,Blended,https://spcd.charlotte.edu/child-and-family-development/masters-degrees
North Carolina,University of North Carolina at Pembroke,M.A.T. specialization in Birth to Kindergarten,Masters,Online,No,Blended,https://catalog.uncp.edu/preview_entity.php?catoid=31&ent_oid=1889&returnto=1915
North Carolina,Winston-Salem State University,Master of Arts in Teaching - Birth to Kindergarten (BKE),Masters,In Person,No,Blended,https://www.wssu.edu/admissions/programs/teaching-mat.html
North Carolina,Barton College,Birth-Kindergarten Education Residency,State Certification or Credential Only,Online,Yes,Blended,https://www.barton.edu/academics/birth-kindergarten-education-residency/
North Carolina,Campbell University,Licensure only Birth-K,State Certification or Credential Only,Online,No,Blended,https://education.campbell.edu/professional-education/graduate-programs/licensure-only-program/
North Carolina,Campbell University,Residency Licensure: Birth-K,State Certification or Credential Only,Online,Yes,Blended,https://education.campbell.edu/professional-education/graduate-programs/licensure-only-program/
North Carolina,Catawba College,Residency Licensure,State Certification or Credential Only,Online,Yes,Blended,https://catawba.edu/licensure/
North Carolina,East Carolina University,Birth through Kindergarten Educator Residency Model,State Certification or Credential Only,Online,Yes,Blended,https://education.ecu.edu/wp-content/pv-uploads/sites/171/2023/04/BK-Educator-Residency-Program-Flyer-2023.pdf
North Carolina,Fayetteville State University,Class A Level Licensure in Birth-Kindergarten Education,State Certification or Credential Only,Hybrid,No,Blended,https://www.uncfsu.edu/academics/colleges-schools-and-departments/college-of-education/department-of-early-childhood-elementary-middle-grades-reading-and-special-education
North Carolina,Greensboro College,Licensure-Only Birth through Kindergarten,State Certification or Credential Only,In Person,No,Blended,https://www.greensboro.edu/academics/adult-graduate-programs/licensure-post-baccalaureate/
North Carolina,Greensboro College,Piedmont Alternative Licensure Program (PAL),State Certification or Credential Only,In Person,Yes,Blended,"https://www.greensboro.edu/academics/post-bac/piedmont-alternative-licensure/#:~:text=The%20PAL%20program%20provides%20an,clinical%20practicum%20in%20the%20spring."
North Carolina,Livingstone College,RESIDENCY LICENSURE IN BIRTH TO KINDERGARTEN,State Certification or Credential Only,In Person,Yes,Blended,http://livingstone.edu/wp-content/uploads/2022/04/Livingstone-College-Undergraduate-Catalog-2021-2023-updated-04-06-2022.pdf
North Carolina,North Carolina Central University,Residency Education for Licensure (REL),State Certification or Credential Only,Online,Yes,Blended,https://www.nccu.edu/programs/residency-education-licensure-program#plan-of-study
North Carolina,University of Mount Olive,Teacher Education Licensure program,State Certification or Credential Only,Online,No,Blended,https://umo.edu/bs-teacher-education/
North Carolina,University of Mount Olive,Teacher Education Residency License,State Certification or Credential Only,Online,Yes,Blended,https://umo.edu/bs-teacher-education/
